date,year,month,week_start_date,week_number,week_number_year,trailing_7d,attribution_type,channel_type,strategy,platform,channel,market,investment,agency_fees,violet_fee,sessions,phone_calls,form_submissions,leads,first_appointments_completed,second_appointments_completed,repeat_appointments_completed,first_revenue,repeat_revenue,twenty_one_days_revenue,twenty_eight_days_revenue,ninety_days_revenue,one_hundred_eighty_days_revenue,contribution_margin
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Self Reported,Self Reported,Colorado,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Offline,Self Reported,Self Reported,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Retargeting,Self Reported,Self Reported,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Offline,Self Reported,Self Reported,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Word of Mouth,Word of Mouth,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Word of Mouth,Word of Mouth,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Word of Mouth,Word of Mouth,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Word of Mouth,Word of Mouth,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Basis Platform,Programmatic,New York,21.3,30.6,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Retargeting,Basis Platform,Programmatic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Basis Platform,Programmatic,DMV,0.0,0.2,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Retargeting,Basis Platform,Programmatic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Retargeting,Basis Platform,Programmatic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Basis Platform,Programmatic,Texas,0.0,2.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Retargeting,Basis Platform,Programmatic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Basis Platform,Programmatic,Colorado,0.0,9.9,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Misc Investment,Other,New York,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Misc Investment,Other,DMV,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Misc Investment,Other,Colorado,21.1,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Offline Referral,Offline,Misc Investment,Other,Texas,0.0,0.1,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Psychology Today,Psychology Today,Texas,9.2,0.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Psychology Today,Psychology Today,DMV,1.4,0.6,6.9,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Psychology Today,Psychology Today,Colorado,51.7,0.6,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Psychology Today,Psychology Today,New York,70.0,0.6,6.9,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed Phone,Unattributed Phone,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed Phone,Unattributed Phone,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed Phone,Unattributed Phone,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed Phone,Unattributed Phone,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Other Online Referral,Other Online Referral,New York,0.8,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Other Online Referral,Other Online Referral,Unknown,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Other Online Referral,Other Online Referral,Colorado,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Other Online Referral,Other Online Referral,DMV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-20,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Online Referral,Acquisition,Other Online Referral,Other Online Referral,Texas,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Retargeting,CRM,CRM,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Retargeting,CRM,CRM,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Retargeting,CRM,CRM,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,CRM,Retargeting,CRM,CRM,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Direct,Direct,Texas,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Direct,Direct,Colorado,0.0,0.0,0.0,24.0,0.0,1.0,1.0,3.0,1.0,18.0,603.0,2973.0,0.0,0.0,0.0,0.0,1327.1
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Direct,Direct,Unknown,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Direct,Direct,DMV,0.0,0.0,0.0,17.0,0.0,1.0,1.0,0.0,1.0,4.0,0.0,654.0,0.0,0.0,0.0,0.0,207.7
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Direct,Direct,New York,0.0,0.0,0.0,32.0,0.0,5.0,5.0,0.0,0.0,11.0,0.0,1812.0,0.0,0.0,0.0,0.0,630.4
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,DMV,11.7,0.2,2.5,11.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,327.0,0.0,0.0,0.0,0.0,103.8
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,New York,235.0,710.4,41.4,79.0,0.0,2.0,2.0,0.0,0.0,2.0,0.0,314.0,0.0,0.0,0.0,0.0,116.2
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,New York,97.3,185.3,10.8,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,DMV,220.2,3.6,41.4,48.0,1.0,3.0,4.0,0.0,0.0,6.0,0.0,994.0,0.0,0.0,0.0,0.0,304.2
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,New York,22.0,42.2,2.5,26.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,345.0,0.0,0.0,0.0,0.0,127.7
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,DMV,74.9,0.9,10.8,24.0,0.0,0.0,0.0,1.0,0.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,60.3
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,Texas,76.6,67.9,41.4,21.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,Colorado,269.0,228.5,41.4,52.0,0.0,2.0,2.0,1.0,0.0,7.0,190.0,1289.0,0.0,0.0,0.0,0.0,587.5
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,Colorado,15.9,13.6,2.5,31.0,0.0,1.0,1.0,1.0,1.0,5.0,223.0,892.0,0.0,0.0,0.0,0.0,437.1
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,Texas,9.8,4.0,2.5,6.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,132.0,0.0,0.0,0.0,0.0,22.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,Colorado,71.8,59.6,10.8,26.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,Texas,0.0,17.7,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,Colorado,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Colorado,0.0,0.0,0.0,31.0,0.0,1.0,1.0,0.0,0.0,13.0,0.0,2168.0,0.0,0.0,0.0,0.0,809.6
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Unknown,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,New York,0.0,0.0,0.0,64.0,0.0,2.0,2.0,2.0,0.0,14.0,447.0,2232.0,0.0,0.0,0.0,0.0,963.3
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,New York,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,DMV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,New York,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Texas,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,132.0,0.0,0.0,0.0,0.0,22.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,DMV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,258.0,258.0,0.0,0.0,0.0,0.0,170.3
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,DMV,0.0,0.0,0.0,15.0,0.0,1.0,1.0,2.0,2.0,9.0,455.0,1606.0,0.0,0.0,0.0,0.0,654.4
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,Colorado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,161.0,0.0,0.0,0.0,0.0,57.6
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,Unknown,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,Texas,0.0,10.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,Colorado,0.0,36.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,New York,0.0,112.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,DMV,70.8,0.6,6.6,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-19,2024,2024-7,2024-07-14,29,2024-29,3 weeks ago,Activity View,Unattributed,Unknown,Unknown,Unknown,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,9.0,713.0,1478.0,0.0,0.0,0.0,0.0,697.9
