date,year,month,week_start_date,week_number,week_number_year,trailing_7d,attribution_type,channel_type,strategy,platform,channel,market,investment,agency_fees,violet_fee,sessions,phone_calls,form_submissions,leads,first_appointments_completed,second_appointments_completed,repeat_appointments_completed,first_revenue,repeat_revenue,twenty_one_days_revenue,twenty_eight_days_revenue,ninety_days_revenue,one_hundred_eighty_days_revenue,contribution_margin
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,DMV,92.1,0.9,10.8,18.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,Colorado,522.7,228.5,41.4,68.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,DMV,201.4,3.6,41.4,33.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,Unknown,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,New York,92.4,185.3,10.8,16.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,Texas,0.0,17.7,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,DMV,4.7,0.2,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Brand Paid-Digital,Acquisition,Google,Google Search Brand,Colorado,1.6,13.6,2.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google PerformanceMax,Colorado,26.1,59.6,10.8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Google,Google Search,New York,567.7,710.4,41.4,77.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,Unknown,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,DMV,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,New York,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Colorado,0.0,0.0,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,Colorado,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yahoo Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Yelp Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Unknown,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Bing Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Instagram Organic,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Google Organic,Texas,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Facebook Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,DuckDuckGo Organic,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Linkedin Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Organic,Other Organic,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,New York,0.0,112.4,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,Colorado,0.0,36.2,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,DMV,0.0,0.6,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Tik Tok,Tik Tok,Texas,0.0,10.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unattributed,Unknown,Unknown,Unknown,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unattributed,Unknown,Unknown,Unknown,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unattributed,Unknown,Unknown,Unknown,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unattributed,Unknown,Unknown,Unknown,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,348.0,0.0,0.0,0.0,0.0,112.8
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Online Referral,Acquisition,Zoc Doc,Zoc Doc,Colorado,0.0,5.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Online Referral,Acquisition,Zoc Doc,Zoc Doc,DMV,0.0,5.0,56.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Online Referral,Acquisition,Zoc Doc,Zoc Doc,New York,504.7,5.0,56.7,0.0,0.0,5.0,5.0,0.0,0.0,2.0,0.0,348.0,0.0,0.0,0.0,0.0,112.8
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Online Referral,Acquisition,Zoc Doc,Zoc Doc,Texas,100.9,5.0,56.7,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Online Referral,Acquisition,Zoc Doc,Zoc Doc,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Retargeting,Facebook,Facebook,Texas,0.0,2.4,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Retargeting,Facebook,Facebook,DMV,0.0,0.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Facebook,Facebook,New York,164.1,320.1,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Facebook,Facebook,Colorado,134.8,103.0,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Facebook,Facebook,DMV,230.2,1.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Retargeting,Facebook,Facebook,New York,41.9,25.6,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Retargeting,Facebook,Facebook,Colorado,0.0,8.2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Paid-Digital,Acquisition,Facebook,Facebook,Texas,0.0,30.6,18.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unmapped,Unmapped,Unmapped,Unmapped,Texas,80.2,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Facebook,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Unmapped,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unmapped,Unmapped,Unmapped,Unmapped,New York,1.8,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Facebook,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Unmapped,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Unmapped,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Facebook,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Facebook,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unmapped,Unmapped,Unmapped,Unmapped,DMV,1.0,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unmapped,Unmapped,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Unmapped,Unmapped,Unmapped,Unmapped,Colorado,20.3,0.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Insurance,Insurance,Colorado,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Insurance,Insurance,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,0.0,0.0,0.0,0.0,56.4
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Insurance,Insurance,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Insurance,Insurance,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Physicians,Physicians,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Physicians,Physicians,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Physicians,Physicians,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,174.0,0.0,0.0,0.0,0.0,56.4
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Physicians,Physicians,DMV,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed,Unattributed,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed,Unattributed,New York,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed,Unattributed,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed,Unattributed,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Non Paid-Digital,Acquisition,Unattributed,Unattributed,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Other Offline,Other,New York,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Other Offline,Other,Colorado,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Other Offline,Other,DMV,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-07-27,2024,2024-7,2024-07-21,30,2024-30,2 weeks ago,Activity View,Offline Referral,Offline,Other Offline,Other,Texas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
